id;tweet;misogynous;misogyny_category;target
290;@chAinedDesiress I know you do, slut https://t.co/Q39cuUKocS;1;discredit;active
291;@JackGrealish1 Fuck off you traitor wanker cunt you should be hung to death;1;sexual_harassment;active
292;@susansubfatmum you fucking slut, daddy wants you to dm him;1;discredit;active
293;@WhiteDomGoddess @chAinedDesiress Watching you two as my black cock grows harder and harder;1;sexual_harassment;active
294;ALSO... still laughing at this bitch that my friend Chef brought to DirtyBird... LIKE NO ONE WANTED YOU THERE HOE JUST SO YOU KNOW 😹🤷‍♀️;1;discredit;active
295;being nauseous is stupid and a pussy move, like @ my body just fucking vomit already you bitch. let’s GO.;1;discredit;active
296;Lauren roseh — Stupid ugly cunt who needs to die https://t.co/ArIsEicQt3;1;discredit;active
297;🗣 Tuesday and Wednesday, Thursday and Friday.....I can beat your ass bitch every weekend. 😊🤷🏽‍♀️;1;discredit;active
298;Last thing Ima do is beg for some dick. Just how there's pussy everywhere, there's enough dick. You bitches hella stupid.;1;sexual_harassment;active
299;since tiffany start to bounce on black dick she is all nicky minaj rihanna etc... bitch that is racist;1;sexual_harassment;active
300;I need a Bitch grinding on my Dick®;1;sexual_harassment;active
301;@realDonaldTrump @twitter did you & Harvey ever compare notes on how to rape and assault women?;1;sexual_harassment;passive
302;@brigidjones Your party is still allowing the mass rape of white girls by muslim men. You allowed muslims to get aw… https://t.co/mEahzp1MXf;1;discredit;passive
303;yes bitch tiffany babies come from pumpkins with a long black dicks;1;sexual_harassment;active
304;Ill kill the bitch (chloe) when your not home — Idgaf if you’re kidding bitch I’ll report your ass ... https://t.co/GlBx3SroY0;1;sexual_harassment;active
305;You're just a fat cunt and you'll get what you deserve in the end 😂😂😂😂;1;discredit;active
306;Why #WomenBoycottTwitter? because you act like Ms. Whore.;1;discredit;active
308;I got a bitch in the back, got a hoe in the front;1;discredit;active
309;@thebradfordfile Sweet. Broke-assed bitch will shut her jizz-hole for once. Once.;1;dominance;active
310;Okay g2g stupid cunt ass bitch fuck off;1;discredit;passive
311;Wow I MISS MX SO MUCH FUCK FUCK MY CONNECTION I HATE U MARÍA HOE ASS BITCH FUCKED MY WHOLE ISLAND UP;1;sexual_harassment;active
313;@BetsyDeVos You are Satan's whore. Hell will welcome you.;1;discredit;active
314;this girl i had a crush on in high school is on a gay dating app...BITCH I DIDNT KNOW SHE WAS GAY DJSJSJS;1;discredit;passive
315;my bro are orchids are big booty biatches will never be harder than usual bitch suck my dick;1;sexual_harassment;active
316;@swansonian Apparently, once removed from packaging, you can see the strategically placed bloodied hole in the middle of that one.;1;stereotype;passive
317;This nigga is on snap fucking a bitch while she sucking somebody else's dick 😂😂😂 bruh;1;discredit;active
318;@nonracialnigger Wow shut up you whore;1;dominance;active
319;@ryxnello MY BREAK IS IN DECEMBER YOU IGNORANT SLUT;1;discredit;active
320;https://t.co/XjDnKjjfdU rape and murdered children what do you expect from the religion of peace and women don't count as human, think;1;discredit;passive
321;Have you gone to bed and woke up, A-hole? It's Friday night dammit https://t.co/sYfSQ7X4UJ;1;sexual_harassment;active
322;Fuck a dude, fuck a guy, fuck a dick who think he got it like that. I fuckin' got myself. Bitch u wish u were me, fuckin' lame ass troll.;1;sexual_harassment;active
323;Oh, you creepn on my twitter feed... I had no clue. Derp. Go rape another girl in the bathroom you gross.;1;sexual_harassment;active
324;How you take half naked pics but you not a hoe? Smh fake ass bitch.;1;discredit;active
325;Lmfaooooo @ lil girly boy 😭😭😭 stupid bitch;1;stereotype;active
326;get u a girl with a resting bitch face that only smiles at u;1;discredit;passive
327;these niggas swear im they momma bitch im a girlfriend and potential wife fuck am i supposed to do the extras for you quit being LAZY!;1;discredit;active
328;In each and EVERY 1 of these rape cases it was some woman trying to be more than she is and none of the women deserved awards. Give them up.;1;sexual_harassment;passive
329;@em0_trash @Yogirlflaca bitch i'll give you this big ass dick then;1;sexual_harassment;active
330;I would tag your stupid ass but you bothered and blocked me, so should I tag your new bitch? 😭😂;1;discredit;active
331;Naw you can’t ride my wave hoe but you can ride this Dick🗣;1;sexual_harassment;active
332;Hoes in the city so recycled you just a rerock lil whore;1;sexual_harassment;active
333;@SpicyScrump bitch is a psyco, *dry pussy detected*;1;discredit;active
334;@ulrikkefalch @summerperks @viktoriajln And, for the record, the joke was: 'How do you make a gay fuck a woman? Shit in her cunt.';1;discredit;active
335;First of all ya dick is too mediocre to be having your ugly ass bitch come at me in such manner;1;discredit;active
336;this hoe gone say ' I want some dick but not in my vagina' like girl 😭😭😭😭;1;discredit;active
338;Now my side bitch my main bitch, cause my main hoe ain’t feelin’ me nomo🤷🏽‍♀️🎶;1;discredit;active
339;@iAmJuniorGaming Yep such a cunt of a bastard you would enjoy the building in it;1;discredit;active
340;wow that bitch is tweeting hard like her 'good heart' makes it look like she wasn't involved in the coverup- everybody knows she's a ho!;1;discredit;active
341;“I seen yo bitch at the club” well, nigga you must be seeing ghost cause the only girl that was “my bitch” is dead to me 🤷🏾‍♂️😂;1;discredit;passive
342;Please explain how you use the word 'rape' in reference to Judge Thomas and which Dems opposed Anita Hill. Run, skank. I am watching, bitch. https://t.co/9K4skmKf9j;1;sexual_harassment;active
343;Too bad my stupid loyal bitch ass dropped all my hoes that smoked me out for an ain't shit boy;1;discredit;passive
344;@Iovesyuno stupid bitch i hate you;1;discredit;active
345;@ItsTreasDoe Bruh phil stay telling me I look stupid af high. Especially when I'm tryna deny it 😭😭😭😭 like bitch it's all over your face 😒😂😂;1;discredit;passive
346;@Shanaa_lovebbc You like slut??😋😁;1;sexual_harassment;active
347;If this was a man just breathing near random women in the street he'd be serving a 500-year sentence for rape with no parole https://t.co/qS8HL8K0wP;1;derailing;passive
348;When you cut all ya hoes off & act right & he ended up being a hoe 😭;1;discredit;passive
349;@clements_robert @busterblairlfc @coliver1980 @Chew7Marty I’ll kick you down sandy row ya cunt!! War face on today!! 😤😬😂... I agree tho! Our defence can’t even kick the ball away ffs 😂;1;discredit;active
350;dope dick will turn u to fiend girl u better be careful;1;sexual_harassment;passive
351;@forevercellular yeah the stupid bitch;1;discredit;active
352;@rackedupshawwty As a great woman once said, 'suck a dick dumb shit!';1;sexual_harassment;active
353;' you really love me that's why you keep coming back ' FIRST OFF Ima hoe like you nigga 🙄;1;stereotype;active
354;@alycia_douglas Your baby and boyfriend know you a hoe? #FUCKIT;1;discredit;active
356;that one girl who thinks you two are friends lol no bitch;1;discredit;active
357;I wanna lay with my bitch 😌 get my dick rub on 😂;1;discredit;active
358;@melaninporn @emhuggett Because it has no correlation to this, white women in 'slut' t-shirts aren't the ones who liberated India;1;discredit;passive
359;oh my god okay but i saw this jennie x pretty girl video and bitch i'm—;1;discredit;active
360;Me: h- Lana Del Dey: I’m a dragon you’re a whore bitch;1;discredit;active
361;@itschasex @beneathBlackMen You are such a lucky slut girl !!!! I envy you 🤤;1;discredit;active
362;@KinkyHotwife Mm I’d love to give you a bigger cock 😍😍;1;dominance;passive
363;You know ur a scatty cunt when you try putting your milk on the cupboard and your sugar in the fridge;1;sexual_harassment;active
364;These hos keep bringing my pain killers hella late .... like bitch I just got sliced a few days ago 😡;1;discredit;passive
365;This idea that men can't stop being violent & women instead have to stop them, offensive to women but is it as offensive to men?? #rape;1;discredit;passive
366;@Jarochagirl79 @BenAffleck Cunt needs a cunt to defend him. How odd. Is he paying you or do you just hate women yourself. Stupid twat.;1;discredit;passive
367;If he was texting you for a couple weeks then fucks you off, of course he's gonna fucking apologise relationship ruining whore;1;discredit;passive
368;@b2adley Zynkie this, Zynkie that, you love me man, hope off my cock, youre becoming like your mother;1;sexual_harassment;active
369;“ He doesn’t really want to rape or beat the women he mentions it’s art”;1;sexual_harassment;passive
370;@Dylan_Fry_10 @landen_martin Lmao. Your stupid quick talking shit that you can't back up and meet me bitch;1;discredit;active
371;It ever occur to you that ya bitch prolli out here sucking dick;1;discredit;passive
374;@MariaChappelleN What an ass hole you are;1;discredit;passive
375;Rape is taking someone's choice/free will. Rape takes a sacred God-given right. If you take this right you will be punished by the Creator.🌞;1;sexual_harassment;passive
376;If I eat ya pussy and ya dick suck trash don't ask for no more head;1;stereotype;active
377;@VinylCarBooty I can assure you (someone very close to me worked with her for years) she is an absolute cunt.;1;discredit;active
378;Got me wanting to give him them 5 kids for the dick, I’ll beat a bitch up bout my 🍆. Baby u the only one I need headass on that dick 😂;1;sexual_harassment;active
379;Yea , stupid bitch https://t.co/p9sH82nogB;1;discredit;active
380;Nathis was not a ho in the sense of havin a pussy But a pussy not havin no god damn sense;1;discredit;active
381;Before you sign up to be a side bitch keep in mind that there’s a 99.9% chance of you getting your ass beat. K? K.;1;discredit;active
382;@MidlothianPD To the girl cop who I caught looking through my window, While my car was parked. Suck my whole dick and die hoe.;1;sexual_harassment;active
383;You ain't a real bitch unless you suckin dick , stfu;1;sexual_harassment;passive
384;@xsarabellx @lordmaizu AVOID THE COMFORT SLUT...DONT DO LIKE OTHERS CAUSE YOU WILL BE FUCKED UP BY THE PREDOMINANT CULTURE YOU ALWAYS BE EMPTY!EMPTY!!EMPTY!!!O..O;1;sexual_harassment;active
385;They really need Nerf down bitch ass symmetra with her little whore ass turrets;1;discredit;active
386;To whatever pussy bitch that broke into my car, FUCK YOUUUUU;1;discredit;active
387;Huge and big cock for one sexy girl Secretly Videoed From Changing Swimsuit Shop;1;discredit;passive
389;Never let a girl with unblended shadow, unlined lips, and a non-setting foundation w powder ass bitch tell u shit..have a good day y'all;1;discredit;passive
390;I don't know what it is sleep anymore. You are always on my mind. When my cock is hard like that, i wish i was hug you, feel your ass;1;sexual_harassment;active
391;@95sblush hsut Up. The whore five minutes ago isnot the Woman i am now;1;sexual_harassment;active
392;This bitch whom I won't name on Facebook is such a shameless woman ruining a relationship. #getalife #stopspreadinglies #hoe;1;discredit;active
393;some girl literally commented on my snap saying 'kim is me, no tits oh shit that wasn't for u' like dafuq hoe i'm still hotter try me BOO 🙈;1;discredit;active
394;I could never be gay u bitches play more games than a nigga aint no bitch with a pussy going play with me ❗💯;1;discredit;passive
395;@xWildKitty @iball @Maxxllovesya @Twitch Or stop being a whore on twitch you rat;1;discredit;active
396;straight people flirting boy: *takes girls phone and fucking smashes it to pieces* you’re stupid and a bitch girl: omg Kyle...stooop 😂 😂;1;discredit;active
397;Whenever I see a beautiful woman all I can think is how fun it'd be to beat her half to death and rape to pieces;1;sexual_harassment;passive
398;Writer Sharon Raizada contextualises her play Bitch*d in her new blog. Can women have it all? https://t.co/DEjll8L9ke;1;discredit;passive
399;i love when people validate how much i idolize my faves like bitch yall dont fucking know me the fuck suck my dick and choke on it tf;1;sexual_harassment;passive
400;Talmbout. I was always feeling lmaoo bitch shut up and drop that baby fat before u try and jump on this dick. It got a Weight limit;1;sexual_harassment;active
401;If you still have your seXXXy Halloween pic as your profile photo you're actually a full time all year round slut;1;discredit;passive
